RELEASE ; FILENAME ; NR ; NAUTH; ChgSetSize ; MAX_ChgSet ; BUGGYNESS 
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java;4;2;28;11;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java;2;1;33;25;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java;4;1;59;25;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java;3;1;48;25;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java;2;1;36;25;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java;7;1;93;25;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java;4;1;66;25;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java;2;1;29;25;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java;2;2;103;78;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java;6;2;156;78;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java;5;2;137;78;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java;5;1;104;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java;3;2;13;9;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java;6;2;118;78;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java;2;2;30;28;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java;2;1;30;19;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java;1;1;19;19;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java;2;1;26;19;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java;1;1;19;19;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java;2;1;30;19;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java;2;2;58;39;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java;2;2;97;78;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java;2;2;97;78;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java;2;2;97;78;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java;8;3;164;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java;3;1;28;12;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;13;3;82;20;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java;12;3;167;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java;4;1;32;19;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java;5;2;28;7;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java;4;2;104;78;No
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java;1;1;1;1;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java;4;1;21;7;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java;5;2;97;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java;8;1;38;10;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java;1;1;5;5;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java;13;3;106;20;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java;3;2;34;20;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java;4;2;92;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java;4;1;33;12;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java;6;2;53;20;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java;6;2;116;78;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java;7;2;125;78;No
3;hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilter.java;2;1;39;22;No
3;hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java;2;1;39;22;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java;4;2;146;78;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java;2;2;80;78;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java;1;1;7;7;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java;2;1;49;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java;1;1;17;17;No
3;hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java;1;1;17;17;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java;2;2;97;78;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java;2;2;97;78;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java;1;1;18;18;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java;2;1;46;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java;4;2;64;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java;2;1;41;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java;2;1;57;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java;4;1;61;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java;5;1;81;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java;2;1;46;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SubscribeReconnectCallback.java;3;1;43;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java;1;1;32;32;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java;1;1;32;32;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java;1;1;7;7;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java;6;3;157;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java;7;2;72;20;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java;1;1;4;4;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java;3;2;29;14;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java;2;2;26;14;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java;3;2;21;14;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java;2;2;92;78;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java;3;2;35;25;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java;1;1;14;14;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java;1;1;14;14;No
3;hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestCloseSubscription.java;2;1;39;25;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java;1;1;1;1;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java;3;1;48;25;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java;3;1;48;25;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java;1;1;25;25;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/ResubscribeCallback.java;4;1;50;25;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java;1;1;25;25;No
3;hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java;4;2;139;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java;1;1;16;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetaStore.java;2;1;20;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreCursor.java;2;1;20;16;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreTable.java;2;1;20;16;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java;1;1;16;16;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java;1;1;16;16;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java;4;2;107;78;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/PortManager.java;1;1;29;29;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java;1;1;1;1;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java;2;1;4;2;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java;5;2;101;78;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java;3;1;29;14;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java;2;1;23;14;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java;2;1;24;20;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java;2;1;80;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java;2;2;31;22;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java;2;2;81;78;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java;1;1;4;4;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java;1;1;4;4;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java;1;1;22;22;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java;1;1;22;22;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java;1;1;10;10;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java;1;1;10;10;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java;1;1;10;10;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java;1;1;10;10;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java;1;1;14;14;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java;1;1;3;3;No
3;hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java;3;2;23;12;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java;1;1;12;12;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java;2;2;18;12;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java;1;1;6;6;No
3;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java;2;2;6;3;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java;2;1;18;9;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java;2;1;18;9;No
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;0;0;0;0;No
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;0;0;0;0;No
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;2;1;21;19;No
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;0;0;0;0;No
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;2;1;2;1;No
4;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;3;2;109;78;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;19;3;251;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;1;1;18;18;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;5;3;49;18;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;3;2;49;20;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;6;3;44;14;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;3;1;28;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;3;2;24;20;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;9;3;147;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;8;2;126;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;7;3;82;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;9;2;143;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;2;1;26;14;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;4;1;67;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;11;3;180;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;13;3;176;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;3;2;33;20;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;1;1;9;9;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;2;1;24;19;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;4;2;85;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;3;2;73;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;1;1;2;2;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;12;3;149;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;9;3;152;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;3;2;60;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;2;2;50;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;5;3;44;19;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;12;3;104;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;4;2;52;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;2;1;7;5;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;2;1;24;19;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;5;2;79;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;4;1;34;19;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;7;3;55;14;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;1;1;1;1;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;7;3;161;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;5;3;130;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;5;3;130;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;5;3;128;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;2;2;68;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;4;2;95;46;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java;1;1;22;22;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;2;1;22;11;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;2;1;9;6;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;1;1;14;14;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;13;3;157;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;1;1;11;11;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;1;1;1;1;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;2;2;51;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;9;3;87;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;2;1;22;11;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java;1;1;18;18;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;5;3;79;39;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;2;1;22;11;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;2;2;11;6;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;0;0;0;0;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;2;2;33;22;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java;1;1;12;12;No
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;4;2;56;22;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java;4;2;89;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java;2;2;80;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java;3;3;125;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;2;2;92;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java;6;3;98;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java;4;3;111;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java;4;2;95;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;0;0;0;0;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;9;3;203;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java;1;1;8;8;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java;1;1;5;5;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;3;2;136;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java;2;2;97;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java;6;3;175;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;1;1;46;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;1;1;46;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;1;1;46;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;1;1;46;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;1;1;46;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;3;2;144;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java;2;2;68;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;4;2;154;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;1;1;78;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;2;2;124;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;0;0;0;0;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java;15;2;170;46;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;1;1;78;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;5;3;131;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;1;1;78;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;5;2;135;78;No
4;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;3;3;108;78;No
