Release,Filename,LOC,NR,nAuth,locTouched,locAdded,max_locAdded,avg_locAdded,churn,max_churn,avg_churn,chgSetSize,max_chgSetSize,avg_chgSetSize,Buggy
6,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,219,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,16881,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,123,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,59,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,87,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,493,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,390,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,918,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,89,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,320,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,112,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,80,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,85,1,1,2,1,1,1,0,0,0.0,15,15,15,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,87,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,523,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,94,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,73,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,23,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,23,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,86,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,783,2,1,63,54,13,2,68,45,34.0,4,2,2,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,57,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,26,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,96,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,61,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,27,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,80,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,203,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,195,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,97,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,34,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,146,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,195,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,771,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,148,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,93,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,88,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,765,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,462,1,1,20,15,13,8,10,10,10.0,15,15,15,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,66,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,67,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,170,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,135,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1100,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,83,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,21,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,415,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,49,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,51,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,89,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,26,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,67,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,726,3,2,111,72,4,1,81,33,27.0,17,15,6,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,53,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,39,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,55,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,56,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,104,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,153,1,1,11,8,6,4,5,5,5.0,15,15,15,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,59,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,49,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,110,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,63,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,72,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,61,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,42,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,67,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,76,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,333,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,44,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,705,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,66,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,108,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,181,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,121,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,114,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,175,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,142,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,112,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,95,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,324,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,73,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,48,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,280,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,300,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,79,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,84,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,99,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,51,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,42,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,601,1,1,2,1,1,1,0,0,0.0,6,6,6,Y
6,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,175,4,1,20,11,3,1,-4,2,-1.0,9,6,2,Y
6,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,377,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,145,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,250,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java,31,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,84,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,1014,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,116,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,78,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,265,1,1,4,2,1,1,0,0,0.0,6,6,6,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,314,2,1,322,295,67,11,398,268,199.0,4,2,2,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,347,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,90,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,149,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,676,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,266,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,68,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,72,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,308,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,260,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,224,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,36,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,139,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,221,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,227,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,114,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,39,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,697,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,306,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,237,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,44,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,246,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,46,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,253,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,48,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,179,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,216,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,54,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,191,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,51,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,266,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,273,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,37,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
6,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,80,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
7,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,191,1,1,2,1,1,1,0,0,0.0,72,72,72,N
7,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,249,2,2,3,2,1,1,1,1,1.0,83,72,42,Y
7,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,401,2,2,3,2,1,1,1,1,1.0,83,72,42,Y
7,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,122,1,1,2,1,1,1,0,0,0.0,72,72,72,N
7,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,321,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,147,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1132,8,2,328,211,50,3,60,94,8.0,160,72,20,Y
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,41,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java,40,1,1,45,45,45,45,45,45,45.0,10,10,10,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,134,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,899,3,2,7,3,1,1,-2,0,-1.0,34,13,11,Y
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java,48,2,1,77,66,45,11,100,55,50.0,34,24,17,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,190,3,2,191,101,17,3,47,19,16.0,45,24,15,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java,49,1,1,55,55,55,55,55,55,55.0,8,8,8,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java,94,1,1,103,103,103,103,103,103,103.0,8,8,8,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,72,1,1,2,1,1,1,0,0,0.0,1,1,1,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,239,1,1,2,1,1,1,0,0,0.0,72,72,72,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKey.java,71,1,1,83,83,83,83,83,83,83.0,13,13,13,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,796,4,2,397,313,69,5,299,229,75.0,37,12,9,Y
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,348,3,2,125,69,13,3,15,13,5.0,94,72,31,Y
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,353,1,1,2,1,1,1,0,0,0.0,72,72,72,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,46,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,557,5,2,236,147,32,4,211,58,42.0,41,12,8,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,N
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,61,1,1,34,18,7,3,2,2,2.0,13,13,13,Y
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java,498,2,2,961,754,404,22,951,547,476.0,22,13,11,Y
