Release,Filename,LOC,NR,nAuth,locTouched,locAdded,max_locAdded,avg_locAdded,churn,max_churn,avg_churn,chgSetSize,max_chgSetSize,avg_chgSetSize,Buggy
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,247,7,2,321,301,267,12,1878,281,268.0,74,20,11,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,127,3,2,148,142,139,47,412,139,137.0,34,20,11,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,50,1,1,56,56,56,56,56,56,56.0,7,7,7,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,63,3,2,88,81,63,9,200,74,67.0,14,10,5,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,340,8,1,575,466,289,13,2703,357,338.0,40,10,5,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,164,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,137,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,83,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,2,1,47,46,45,23,90,45,45.0,23,20,12,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,150,2,2,174,171,166,34,334,168,167.0,27,15,14,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,65,1,1,77,77,77,77,77,77,77.0,14,14,14,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,648,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,82,1,1,33,33,33,33,33,33,33.0,20,20,20,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,231,5,3,42,25,4,2,6,8,1.0,80,40,16,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,43,2,1,40,30,12,3,30,20,15.0,22,11,11,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,120,2,2,42,42,31,11,75,42,38.0,11,6,6,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,144,2,1,152,152,129,76,281,152,141.0,70,46,35,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,32,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,120,1,1,5,2,1,1,-1,-1,-1.0,22,22,22,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,40,1,1,47,47,47,47,47,47,47.0,14,14,14,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,115,2,2,68,64,57,13,62,60,31.0,33,22,17,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,39,1,1,43,43,43,43,43,43,43.0,14,14,14,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,225,4,2,215,182,85,9,342,149,86.0,58,22,15,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,57,2,1,64,63,32,32,94,62,47.0,57,46,29,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,38,1,1,45,45,45,45,45,45,45.0,46,46,46,N
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,84,1,1,94,94,94,94,94,94,94.0,0,0,0,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,33,1,1,35,35,35,35,35,35,35.0,12,12,12,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,254,4,2,558,549,257,46,1851,540,463.0,28,11,7,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,498,4,2,38,22,1,1,21,6,5.0,89,78,22,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,242,2,2,52,14,2,1,-48,-24,-24.0,80,78,40,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,318,3,3,94,64,35,2,98,34,33.0,128,78,43,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,96,2,1,104,103,102,52,204,102,102.0,80,78,40,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,204,2,2,67,55,36,3,86,43,43.0,93,78,47,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,119,3,2,45,16,2,1,-26,0,-9.0,13,12,7,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,342,6,3,204,186,56,6,524,168,87.0,98,46,16,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,68,2,2,84,82,80,27,160,80,80.0,81,78,41,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,231,4,3,48,42,17,4,123,36,31.0,112,78,28,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,193,4,2,157,145,60,8,379,133,95.0,96,78,24,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,816,9,3,390,304,177,5,1511,218,168.0,211,78,23,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,201,2,2,234,232,230,77,460,230,230.0,80,78,40,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,32,1,1,6,6,6,6,6,6,6.0,5,5,5,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,30,1,1,32,32,32,32,32,32,32.0,5,5,5,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,309,3,2,221,214,137,16,343,207,114.0,86,78,29,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,54,2,2,66,65,64,33,128,64,64.0,98,78,49,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,180,2,2,214,211,208,53,416,208,208.0,98,78,49,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,358,3,2,46,37,28,4,56,28,19.0,136,78,45,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,388,4,2,468,465,371,93,1666,462,417.0,105,78,26,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,305,5,2,366,353,188,25,1308,340,262.0,97,78,19,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,88,2,2,5,2,1,1,-2,-1,-1.0,98,78,49,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,298,5,2,1024,683,333,57,1346,342,269.0,100,78,20,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,163,6,3,83,47,11,2,49,11,8.0,177,78,30,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java,128,3,2,50,32,15,2,45,17,15.0,144,78,48,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,75,2,2,53,32,15,2,33,22,17.0,68,46,34,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,291,4,2,128,96,41,3,245,64,61.0,155,78,39,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java,59,3,2,73,69,59,12,189,65,63.0,135,78,45,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java,51,1,1,59,59,59,59,59,59,59.0,16,16,16,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,105,1,1,131,131,131,131,131,131,131.0,16,16,16,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,538,4,2,676,662,649,47,2593,649,648.0,107,78,27,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,39,5,1,100,93,45,13,395,90,79.0,104,78,21,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,103,2,1,114,114,81,57,195,114,98.0,4,2,2,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,101,1,1,2,1,1,1,0,0,0.0,78,78,78,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,275,6,2,395,352,277,11,1788,310,298.0,116,78,19,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,343,7,2,493,441,352,14,2664,394,381.0,125,78,18,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,233,2,2,317,295,276,42,549,276,275.0,18,12,9,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,63,1,1,69,69,69,69,69,69,69.0,6,6,6,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,368,1,1,418,418,418,418,418,418,418.0,3,3,3,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,205,4,2,330,280,233,13,915,233,229.0,92,78,23,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java,54,2,1,118,118,59,59,177,118,89.0,18,9,9,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,87,2,1,198,198,99,99,297,198,149.0,18,9,9,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,670,12,3,878,820,359,15,7637,772,636.0,170,78,14,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,481,13,3,852,694,431,8,6632,580,510.0,108,20,8,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,214,2,2,26,13,3,1,0,0,0.0,124,78,62,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,40,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,504,15,2,378,297,88,4,1589,216,106.0,174,46,12,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,225,1,1,4,2,1,1,0,0,0.0,78,78,78,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,335,5,3,151,117,39,4,289,83,58.0,131,78,26,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,228,1,1,6,3,1,1,0,0,0.0,78,78,78,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,906,5,2,325,98,16,1,-306,8,-61.0,136,78,27,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,98,3,3,27,22,9,4,34,17,11.0,109,78,36,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,81,1,1,4,2,1,1,0,0,0.0,78,78,78,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,172,1,1,2,1,1,1,0,0,0.0,78,78,78,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,106,1,1,2,1,1,1,0,0,0.0,78,78,78,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,57,1,1,4,2,1,1,0,0,0.0,78,78,78,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,66,1,1,2,1,1,1,0,0,0.0,78,78,78,Y
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,136,3,2,27,13,3,1,1,3,0.0,126,78,42,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,103,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java,55,2,1,64,64,63,32,127,64,64.0,55,46,28,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java,49,2,1,56,56,55,28,111,56,56.0,55,46,28,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,57,2,2,7,4,2,1,2,1,1.0,108,78,54,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/PortManager.java,52,1,1,55,55,55,55,55,55,55.0,30,30,30,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,162,3,2,187,187,166,62,523,187,174.0,22,15,7,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestBackwardCompat.java,531,5,3,693,655,506,26,2918,618,584.0,150,78,30,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,124,5,2,80,32,19,2,-62,6,-12.0,70,30,14,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java,86,2,2,98,97,96,49,192,96,96.0,93,78,47,N
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,48,1,1,52,52,52,52,52,52,52.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,40,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,44,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,83,2,1,30,28,22,6,51,26,26.0,33,29,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,360,3,2,64,63,25,6,148,62,49.0,45,26,15,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,116,2,1,12,8,2,1,6,4,3.0,34,17,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,117,3,1,13,8,2,2,9,4,3.0,74,40,25,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,165,2,1,18,10,1,1,3,2,2.0,34,17,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,41,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,133,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,149,2,1,15,12,8,3,18,9,9.0,38,26,19,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,51,1,1,22,10,6,3,-2,-2,-2.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,162,3,2,39,35,14,4,80,31,27.0,50,29,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,31,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,32,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,31,1,1,34,34,34,34,34,34,34.0,7,7,7,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,30,1,1,34,34,34,34,34,34,34.0,15,15,15,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,34,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,140,1,1,156,156,156,156,156,156,156.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,77,1,1,84,84,84,84,84,84,84.0,15,15,15,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,100,3,2,129,75,15,3,71,27,24.0,79,40,26,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,81,2,1,20,13,4,1,14,8,7.0,69,40,35,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,65,2,2,36,18,3,2,3,3,2.0,61,32,31,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,167,7,2,485,163,48,4,-238,30,-34.0,158,40,23,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,78,2,2,51,26,4,2,3,2,2.0,61,32,31,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,170,2,1,183,183,139,92,322,183,161.0,47,32,24,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,60,2,1,72,71,70,36,140,70,70.0,50,32,25,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,48,1,1,54,54,54,54,54,54,54.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,144,1,1,160,160,160,160,160,160,160.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,103,10,2,452,108,25,2,-564,56,-56.0,212,40,21,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,133,7,2,333,122,20,3,145,62,21.0,148,40,21,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,386,10,2,811,276,25,3,390,157,39.0,197,32,20,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,194,4,2,225,222,198,37,823,219,206.0,67,32,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,40,1,1,50,50,50,50,50,50,50.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,37,2,2,42,42,25,21,67,42,34.0,31,29,16,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,566,2,1,624,624,621,312,1245,624,623.0,41,32,21,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,344,3,1,427,402,363,37,1115,377,372.0,30,15,10,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,357,2,1,385,384,378,64,761,383,381.0,24,15,12,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,60,1,1,34,24,10,3,14,14,14.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,80,1,1,92,92,92,92,92,92,92.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,253,2,1,284,284,261,71,545,284,273.0,58,32,29,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,335,1,1,371,371,371,371,371,371,371.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,41,1,1,47,47,47,47,47,47,47.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,99,4,1,116,112,94,14,401,108,100.0,24,15,12,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java,99,4,2,48,28,6,2,18,8,5.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,287,3,1,319,319,298,53,916,319,305.0,50,26,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,117,3,1,1177,653,622,26,861,622,287.0,50,26,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,43,1,1,49,49,49,49,49,49,49.0,26,26,26,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,326,4,1,370,364,308,30,1291,358,323.0,62,32,16,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,249,5,1,1271,774,538,19,2210,570,442.0,83,32,17,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,43,2,1,49,49,46,16,95,49,48.0,47,32,24,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,88,1,1,89,89,89,89,89,89,89.0,32,32,32,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,35,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,54,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,55,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,23,1,1,24,24,24,24,24,24,24.0,18,18,18,N
3,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,46,2,1,96,73,70,15,120,70,60.0,18,18,18,N
3,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,64,2,1,90,81,72,10,144,72,72.0,42,24,21,N
3,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,41,1,1,47,47,47,47,47,47,47.0,18,18,18,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,42,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,156,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,43,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,41,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,78,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,124,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,35,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,35,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,50,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java,41,1,1,44,44,44,44,44,44,44.0,26,26,26,N
3,hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java,23,1,1,26,26,26,26,26,26,26.0,32,32,32,N
3,hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java,35,1,1,2,1,1,1,0,0,0.0,78,78,78,N
3,hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java,90,1,1,16,8,1,1,0,0,0.0,78,78,78,N
3,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,46,1,1,4,2,1,1,0,0,0.0,78,78,78,N
3,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,219,6,2,118,105,30,7,438,92,73.0,92,26,15,N
3,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,16881,14,2,14906,12633,986,9,107899,10360,7707.0,264,29,19,N
3,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,64,1,1,74,74,74,74,74,74,74.0,0,0,0,N
3,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,123,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,59,3,2,27,26,14,4,32,25,11.0,73,29,24,N
3,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,87,1,1,59,59,23,8,59,59,59.0,21,21,21,N
3,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,493,6,2,515,332,59,6,702,149,117.0,92,40,15,N
3,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,390,1,1,12,12,10,4,12,12,12.0,8,8,8,N
3,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,918,8,2,315,154,25,3,-193,2,-24.0,144,40,18,N
3,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,89,1,1,13,11,4,2,9,9,9.0,7,7,7,N
3,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,320,2,1,70,23,4,2,-24,0,-12.0,29,21,15,N
3,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,112,1,1,123,123,123,123,123,123,123.0,14,14,14,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,80,2,1,14,8,1,1,3,2,2.0,34,17,17,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,85,2,1,6,4,1,1,3,2,2.0,34,17,17,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,71,2,1,6,4,1,1,3,2,2.0,34,17,17,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,87,0,0,0,0,0,0,0,0,0.0,0,0,0,N
