RELEASE;FILENAME;LOC;NR;NAUTH;ChgSetSize;MAX_ChgSet;AVG_ChgSet;BUGGYNESS
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;24;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;729;9;2;143;46;15,89;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;51;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;53;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;74;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;47;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;157;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;78;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;124;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;49;2;1;26;14;13,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;38;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;125;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;251;4;1;67;46;16,75;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;523;11;3;180;46;16,36;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;762;13;3;176;46;13,54;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;184;3;2;33;20;11,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;47;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;148;1;1;9;9;9,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;58;2;1;24;19;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;132;4;2;85;46;21,25;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;71;3;2;73;46;24,33;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;71;1;1;2;2;2,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;808;12;3;149;46;12,42;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;274;9;3;152;46;16,89;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;155;3;2;60;46;20,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;134;2;2;50;39;25,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;68;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;145;5;3;44;19;8,80;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;159;12;3;104;39;8,67;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;113;4;2;52;39;13,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;71;2;1;7;5;3,50;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;74;2;1;24;19;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;71;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;110;5;2;79;46;15,80;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;249;4;1;34;19;8,50;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;502;7;3;55;14;7,86;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;24;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;80;1;1;1;1;1,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;260;7;3;161;46;23,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;158;5;3;130;46;26,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;469;5;3;130;46;26,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;179;5;3;128;46;25,60;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;133;2;2;68;46;34,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;91;4;2;95;46;23,75;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java;121;1;1;22;22;22,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;208;2;1;22;11;11,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;198;2;1;9;6;4,50;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;152;1;1;14;14;14,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;451;13;3;157;39;12,08;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;75;1;1;11;11;11,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;48;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;114;1;1;1;1;1,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;467;2;2;51;39;25,50;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;592;9;3;87;39;9,67;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;121;2;1;22;11;11,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;164;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;137;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;83;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java;65;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java;648;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java;50;1;1;18;18;18,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;227;5;3;79;39;15,80;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;47;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;30;2;1;22;11;11,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;83;2;2;11;6;5,50;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;32;0;0;0;0;0;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java;40;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;59;2;2;33;22;16,50;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java;39;1;1;12;12;12,00;No
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;83;4;2;56;22;14,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java;493;4;2;89;78;22,25;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java;265;2;2;80;78;40,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java;287;3;3;125;78;41,67;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;162;2;2;92;78;46,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java;190;6;3;98;46;16,33;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java;213;4;3;111;78;27,75;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java;77;4;2;95;78;23,75;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;64;0;0;0;0;0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;643;9;3;203;78;22,56;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java;113;1;1;8;8;8,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java;27;1;1;5;5;5,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;335;3;2;136;78;45,33;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java;89;2;2;97;78;48,50;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java;151;6;3;175;78;29,17;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;40;1;1;46;46;46,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;40;1;1;46;46;46,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;40;1;1;46;46;46,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;39;1;1;46;46;46,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;37;1;1;46;46;46,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;116;3;2;144;78;48,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java;64;2;2;68;46;34,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;235;4;2;154;78;38,50;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;101;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;212;2;2;124;78;62,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;40;0;0;0;0;0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java;306;15;2;170;46;11,33;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;225;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;291;5;3;131;78;26,20;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;228;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;1021;5;2;135;78;27,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;81;3;3;108;78;36,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;81;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;172;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;106;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java;57;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/IndexCorruptionTest.java;131;3;2;91;78;30,33;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java;66;1;1;78;78;78,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;136;3;2;126;78;42,00;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;126;3;2;86;78;28,67;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;103;0;0;0;0;0;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;56;2;2;107;78;53,50;No
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java;139;5;2;66;29;13,20;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;64;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;40;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;44;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;58;2;1;33;28;16,50;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;300;3;2;36;18;12,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;115;2;1;34;17;17,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;117;3;1;73;39;24,33;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;164;2;1;34;17;17,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;41;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;133;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;141;2;1;32;25;16,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;53;1;1;32;32;32,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;139;3;2;48;28;16,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;64;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java;31;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java;32;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;33;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;34;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;82;3;2;78;39;26,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;77;2;1;67;39;33,50;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;64;2;2;60;32;30,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java;101;3;2;99;39;33,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;322;7;2;154;39;22,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;76;2;2;60;32;30,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java;49;1;1;32;32;32,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java;115;3;2;99;39;33,00;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;323;10;2;196;39;19,60;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;222;7;2;146;39;20,86;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;628;10;2;179;32;17,90;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java;333;5;2;123;39;24,60;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java;91;4;2;106;39;26,50;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java;35;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java;54;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java;55;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;42;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;156;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;43;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;41;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;78;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;124;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;35;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;35;0;0;0;0;0;No
3;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;50;0;0;0;0;0;No
3;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;47;0;0;0;0;0;No
3;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;35;1;1;78;78;78,00;No
3;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;90;1;1;78;78;78,00;No
3;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;46;1;1;78;78;78,00;No
3;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;141;6;2;87;25;14,50;No
3;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;6521;14;2;233;28;16,64;No
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java;123;0;0;0;0;0;No
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;37;3;2;70;28;23,33;No
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java;35;1;1;15;15;15,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java;370;6;2;84;39;14,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java;380;1;1;8;8;8,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;924;8;2;128;39;16,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java;82;1;1;7;7;7,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java;346;2;1;22;15;11,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java;112;1;1;12;12;12,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;79;2;1;34;17;17,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;84;2;1;34;17;17,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;70;2;1;34;17;17,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java;87;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java;37;1;1;6;6;6,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;255;12;3;103;25;8,58;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java;28;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java;94;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java;30;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java;69;1;1;3;3;3,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java;23;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java;23;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;31;5;1;69;22;13,80;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;464;15;3;180;25;12,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java;57;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java;26;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java;61;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java;33;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java;41;1;1;7;7;7,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java;27;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;67;3;1;62;28;20,67;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;146;9;2;139;25;15,44;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;72;3;2;48;17;16,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java;34;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java;24;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java;38;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;380;9;3;104;25;11,56;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java;62;1;1;3;3;3,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java;52;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java;67;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java;159;2;1;34;17;17,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java;140;2;2;46;39;23,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;772;11;3;126;39;11,45;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java;64;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java;78;2;2;45;39;22,50;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java;21;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;408;3;2;92;39;30,67;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java;49;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java;50;1;1;28;28;28,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;85;1;1;25;25;25,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java;26;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java;67;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;618;8;2;118;39;14,75;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java;53;2;1;8;4;4,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java;39;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java;55;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java;32;1;1;6;6;6,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java;56;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java;98;1;1;25;25;25,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java;147;2;1;32;25;16,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java;30;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java;49;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java;52;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java;110;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java;63;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java;72;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java;61;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;42;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;52;1;1;3;3;3,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;76;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;333;2;1;67;39;33,50;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;44;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;530;10;2;96;22;9,60;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;33;2;1;39;22;19,50;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;66;5;2;44;18;8,80;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;74;6;2;67;22;11,17;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java;28;1;1;22;22;22,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;52;0;0;0;0;0;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;100;2;1;36;22;18,00;No
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java;28;1;1;22;22;22,00;No
